"Credit Card Information","Informações do Cartão de Crédito"
"Credit Card Number","Número do Cartão de Crédito"
"What is this?","O que é isso?"
"CVV - Card Verification Number","CVV - Código de Segurança"
"Expiration Month","Mês de Expiração"
"Expiration Year","Ano de Expiração"
"Credit Card Holder Full Name","Nome Impresso no Cartão de Crédito"
"Select Instalmment","Selecione o Parcelamento"
"Save for later use.","Salvar para uso futuro."
"A 3-digit number in italics on the back of your credit card.","Um número de 3 dígitos em itálico no verso do seu cartão de crédito."
Month,Mês
Year,Ano
"Payer Information","Informação do Pagador"
"Payer Tax id","CPF/CNPJ do Pagador"
"Payer Full Name","Nome do Pagador"
"Pix Information","Informações do Pix"
"Option for installments...","Opções de parcelamento..."
ending,terminando
expires,expirando
"Enter card number...","Digite um cartão..."
"in total of %1","no total de %1"
"not interest","sem juros"
"%1x of %2 %3","%1x de %2 %3"
"This type of card is not accepted.","Este tipo de cartão não é aceito."
"Please enter a valid credit card type number.","Insira um número de tipo de cartão de crédito válido."
"Please enter a valid credit card number.","Por favor digite um número de cartão de crédito válido."
"Please enter a valid credit card verification number.","Insira um número de verificação de cartão de crédito válido (CVV)."
"Please provide a valid CPF/CNPJ.","Forneça um CPF/CNPJ válido."
"Payment Services","Serviços de Pagamento"
"Permission for set preference account PagBank","Permissão para definir preferências do PagBank"
"Permission for config PagBank","Permissão para configurar o PagBank"
"Permission for clear config PagBank","Permissão para apagar a configuração do PagBank"
"<div class='pagbank-payment-logo'></div><div class='pagbank-payment-byline'><p><b>PagBank</b> is a company within the UOL group.</p><p>PagBank is the <b>pioneer and leader</b> in the Brazilian online payment market, with a complete portfolio for your business.</p></div>","<div class='pagbank-payment-logo'></div><div class='pagbank-payment-byline'><p><b>PagBank</b> é uma empresa do grupo UOL.</p><p>O PagBank é o <b>pioneiro e líder</b> no mercado brasileiro de meios de pagamentos online, possui um portfólio completo para o seu negócio.</p></div>"
"Technical support available <a href=""https://github.com/pagseguro/payment-magento/issues/new/choose"">here</a>.","Suporte técnico disponível <a href=""https://github.com/pagseguro/payment-magento/issues/new/choose"">aqui</a>."
Credentials,Credenciais
"Define the relationship between your store and our application.","Defina a relação entre sua loja e nosso aplicativo."
"Statement Descriptor","Nome da Loja"
Environment,Ambiente
"Module Authorization","Autorização do Módulo"
"Boleto Bancário","Boleto Bancário"
"A charge registered and authenticated by PagBank.","Uma cobrança cadastrada e autenticada pelo PagBank."
Enabled,Habilitado
Title,Título
"Days due","Dias de vencimento"
"Consecutive days.","Dias corridos."
"Instruction during checkout","Instrução durante checkout"
"Information displayed at checkout.","Instrução exibida no checkout."
"Information will be printed on the Boleto.","Informação impressa no Boleto."
"Payment Action","Ação de Pagamento"
"Basic configuration","Configuração Básica"
"Basic configuration of payment methods.","Configuração básica de métodos de pagamento."
"Minimum Order Total","Valor mínimo do pedido"
"Maximum Order Total","Valor máximo do pedido"
"Payment From Applicable Countries","Pagamento de países aplicáveis"
"Payment From Specific Countries","Pagamento de países específicos"
"Sort Order","Ordem de exibição"
"Payer Data Capture","Captura dos dados do Pagador"
"Define the payment form data capture.","Defina a captura de dados no formulário de pagamento."
"Capture name in the payment form?","Capturar nome no formulário de pagamento?"
"Capture tax ID (CPF or CNPJ) in the payment form?","Capturar CPF ou CNPJ no formulário de pagamento?"
"Cartão de Crédito","Cartão de Crédito"
"You can run charges to a credit card using national currency and to top it off with rates that fit your pocket.","Você pode fazer a cobrança no cartão de crédito em moeda nacional e ainda por cima com taxas que cabem no seu bolso."
"Enabled Vault","Habilitar Cofre"
"Credit Card Types","Cartões de Crédito Permitidos"
"Capture phone in the payment form?","Capturar telefone no formulário de pagamento?"
"Installment and interest","Parcelamento e Juros"
"Maximum number of installment","Número máximo de parcelas"
"Maximum number of installments accepted","Número máximo de parcelas aceitas"
"Number of interest-free installments","Número de parcelas sem juros"
"Number of installments you want to accept without applying interest","Número de parcelas que pretende aceitar sem aplicar juros"
"The minimum installment price","O preço mínimo da parcela"
"It is the minimum value that the installment can have","É o valor mínimo que a parcela pode ter"
Developers,Desenvolvedores
"Meet our <a href='https://github.com/pagseguro/payment-magento/wiki'>Wiki</a>.","Conheça a nossa <a href='https://github.com/pagseguro/payment-magento/wiki'>Wiki</a>."
Debug,Debug
"Attention, you cannot use debug in production mode.","Atenção, você não pode usar o debug no modo de produção."
"Account Id","Código da Conta"
"Your PagBank Account ID. Automatically captured after APP authorization.","É o código da sua conta no PagBank. Essa informação é capturada automaticamente após autorizar o APP."
"Custom notification URL","URL de notificação personalizada"
"You can use services like <a href='https://pipedream.com/'>Pipedream</a> to intercept outgoing notifications.","Você pode usar serviços como <a href='https://pipedream.com/'>Pipedream</a> para interceptar notificações enviadas."
Pix,Pix
"Pix is with P for PagBank: just like PagBank, it is 100% digital and faster than traditional TEDs or DOCs.","Pix está com P de PagBank: assim como o PagBank, é 100% digital e mais rápido que os tradicionais TEDs ou DOCs."
"Deadline for payment","Prazo para pagamento"
"Attribute Relationship Definition","Definição de Relacionamento de Atributo"
"Relate store attributes with our API.","Relacione os atributos da loja com nossa API."
"The Tax ID (CPF/CNPJ) will be an attribute obtained from the","O CPF/CNPJ será um atributo obtido do"
"The Street attribute is","O atributo Rua é"
"The address number is","O número do endereço é"
"The address locality is","O bairro do endereço é"
"The address complement is","O complemento de endereço é"
"[UNAUTHORIZED] Estamos com um erro em nossa integração com o meio de pagamento, por favor entre em contato conosco.","[UNAUTHORIZED] Estamos com um erro em nossa integração com o meio de pagamento, por favor entre em contato conosco."
"[40001] Estamos com um erro em nossa integração com o meio de pagamento, por favor entre em contato conosco.","[40001] Estamos com um erro em nossa integração com o meio de pagamento, por favor entre em contato conosco."
"[40002] Estamos com um erro em nossa integração com o meio de pagamento, por favor entre em contato conosco.","[40002] Estamos com um erro em nossa integração com o meio de pagamento, por favor entre em contato conosco."
"[40003] Estamos com um erro em nossa integração com o meio de pagamento, por favor entre em contato conosco.","[40003] Estamos com um erro em nossa integração com o meio de pagamento, por favor entre em contato conosco."
"[40004] Estamos com um erro em nossa integração com o meio de pagamento, por favor entre em contato conosco.","[40004] Estamos com um erro em nossa integração com o meio de pagamento, por favor entre em contato conosco."
"[40005] Estamos com um erro em nossa integração com o meio de pagamento, por favor entre em contato conosco.","[40005] Estamos com um erro em nossa integração com o meio de pagamento, por favor entre em contato conosco."
"[40006] A captura desse pagamento já foi realizada ou expirou.","[40006] A captura desse pagamento já foi realizada ou expirou."
"[40007] Reembolso já realizado ou o valor solicitado acima do permitido.","[40007] Reembolso já realizado ou o valor solicitado acima do permitido."
"[20001] Por favor, entre em contato com a central do seu cartão. O número está no versão do cartão.","[20001] Por favor, entre em contato com a central do seu cartão. O número está no versão do cartão."
"[20003] Transação não autorizada, por favor utilize outro forma de pagamento.","[20003] Transação não autorizada, por favor utilize outro forma de pagamento."
"[20007] Por favor, verifique os dados do cartão.","[20007] Por favor, verifique os dados do cartão."
"[20008] Desculpe mas essa transação permite parcelamento, por favor utilize outro forma de pagamento.","[20008] Desculpe mas essa transação permite parcelamento, por favor utilize outro forma de pagamento."
"[20012] O valor dessa transação não é permitido, por favor utilize outro forma de pagamento.","[20012] O valor dessa transação não é permitido, por favor utilize outro forma de pagamento."
"[20016] Senha inválida, por favor utilize outro forma de pagamento.","[20016] Senha inválida, por favor utilize outro forma de pagamento."
"[20017] Transação não permitida, por favor utilize outro forma de pagamento.","[20017] Transação não permitida, por favor utilize outro forma de pagamento."
"[20018] Por favor, entre em contato com a central do seu cartão. O número está no versão do cartão.","[20018] Por favor, entre em contato com a central do seu cartão. O número está no versão do cartão."
"[20019] Falha de comunicação, por favor tente novamente.","[20019] Falha de comunicação, por favor tente novamente."
"[20039] Transação não permitida, por favor utilize outro forma de pagamento.","[20039] Transação não permitida, por favor utilize outro forma de pagamento."
"[20101] Senha inválida, por favor utilize outro forma de pagamento.","[20101] Senha inválida, por favor utilize outro forma de pagamento."
"[20102] Senha inválida, por favor utilize a sua nova senha ou use outra forma de pagamento.","[20102] Senha inválida, por favor utilize a sua nova senha ou use outra forma de pagamento."
"[20103] Ocorreu um excesso de tentativas, por favor contate sua central do cartão ou use outra forma de pagamento.","[20103] Ocorreu um excesso de tentativas, por favor contate sua central do cartão ou use outra forma de pagamento."
"[20104] Valor excedido, por favor contate a sua central do cartão ou use outra forma de pagamento.","[20104] Valor excedido, por favor contate a sua central do cartão ou use outra forma de pagamento."
"[20105] Quantidade de saques excedidas.","[20105] Quantidade de saques excedidas."
"[20110] Ocorreu um erro de integração por favor utilize outra forma de pagamento.","[20110] Ocorreu um erro de integração por favor utilize outra forma de pagamento."
"[20111] Ocorreu um erro de integração por favor utilize outra forma de pagamento.","[20111] Ocorreu um erro de integração por favor utilize outra forma de pagamento."
"[20112] O valor de captura está diferente do valor pré autorizado.","[20112] O valor de captura está diferente do valor pré autorizado."
"[20113] Por favor, utilize a função de crédito do cartão.","[20113] Por favor, utilize a função de crédito do cartão."
"[20114] Por favor, utilize a função de débito do cartão.","[20114] Por favor, utilize a função de débito do cartão."
"[20115] Saque não disponível.","[20115] Saque não disponível."
"[20116] Dados do cartão estão inválidos, por favor verifique todos os dados e tente novamente.","[20116] Dados do cartão estão inválidos, por favor verifique todos os dados e tente novamente."
"[20117] Há um erro no cartão, por favor utilize outro ou outra forma de pagamento.","[20117] Há um erro no cartão, por favor utilize outro ou outra forma de pagamento."
"[20118] O pagamento recorrente está suspenso.","[20118] O pagamento recorrente está suspenso."
"[20119] Refazer a transação.","[20119] Refazer a transação."
"[20158] Não autorizada, por favor tente novamente mais tarde.","[20158] Não autorizada, por favor tente novamente mais tarde."
"[20159] Não autorizada, por favor tente novamente mais tarde usando a autenticação.","[20159] Não autorizada, por favor tente novamente mais tarde usando a autenticação."
"[20169] O cartão não permite transação internacional, por favor use outro cartão ou outra forma de pagamento.","[20169] O cartão não permite transação internacional, por favor use outro cartão ou outra forma de pagamento."
"[20301] Seu cartão está bloqueado, por favor entre em contato com a sua central de atendimento (o número está no verso) ou use outra forma de pagamento.","[20301] Seu cartão está bloqueado, por favor entre em contato com a sua central de atendimento (o número está no verso) ou use outra forma de pagamento."
"[20999] O lojista deverá entrar em contato com o PagBank antes de você realizar uma nova tentativa.","[20999] O lojista deverá entrar em contato com o PagBank antes de você realizar uma nova tentativa."
"[10000] Transação não autorizada, por favor utilize outro forma de pagamento.","[10000] Transação não autorizada, por favor utilize outro forma de pagamento."
"[10001] Quantidade de tentativas excedidas, por favor use outra forma de pagamento.","[10001] Quantidade de tentativas excedidas, por favor use outra forma de pagamento."
"[10002] Transação não autorizada, por favor utilize outro forma de pagamento.","[10002] Transação não autorizada, por favor utilize outro forma de pagamento."
"[10003] Transação inválida, por favor utilize outra forma de pagamento.","[10003] Transação inválida, por favor utilize outra forma de pagamento."
"[10004] Transação não permitida, por favor utilize outro forma de pagamento.","[10004] Transação não permitida, por favor utilize outro forma de pagamento."
"qr_code_image","Imagem do Qr Code"
"qr_code","Qr Code"
"expiration_date","Data de expiração"
"payer_name","Nome"
"payer_phone","Telefone"
"payer_tax_id","CPF/CNPJ"
"boleto_line_code","Linha digitável"
"boleto_pdf_href","Link do Boleto"
"cc_installments","Parcelamento"
"cc_type","Bandeira"
"cc_number","Número"
"cc_exp_month","Mês de expiração"
"cc_exp_year","Ano de expiração"
"cc_cardholder_name","Nome Impresso"
